Inference for Stan model: MODEL-MIX_pvl_vs_pvl_d.
3 chains, each with iter=130; warmup=100; thin=1; 
post-warmup draws per chain=30, total post-warmup draws=90.

                        mean se_mean     sd     2.5%      25%      50%      75%    97.5% n_eff          Rhat
lp_tmp[1,1,16]         -1.12    0.05   0.22    -1.55    -1.26    -1.10    -0.96    -0.80    18  1.170000e+00
lp_tmp[1,1,17]         -0.99    0.02   0.17    -1.37    -1.08    -0.97    -0.88    -0.73    75  1.050000e+00
lp_tmp[1,1,18]         -1.58    0.02   0.13    -1.84    -1.67    -1.57    -1.49    -1.39    50  1.110000e+00
lp_tmp[1,1,19]         -1.47    0.01   0.07    -1.62    -1.52    -1.46    -1.43    -1.36    90  1.030000e+00
lp_tmp[1,1,20]         -0.94    0.02   0.18    -1.37    -1.04    -0.92    -0.81    -0.68    82  1.050000e+00
lp_tmp[1,1,21]         -0.91    0.02   0.18    -1.36    -1.01    -0.88    -0.77    -0.63    82  1.040000e+00
lp_tmp[1,1,22]         -0.89    0.02   0.19    -1.36    -0.97    -0.87    -0.75    -0.60    80  1.050000e+00
lp_tmp[1,1,23]         -1.11    0.08   0.23    -1.55    -1.28    -1.08    -0.92    -0.75     8  1.180000e+00
lp_tmp[1,1,24]         -1.55    0.02   0.12    -1.81    -1.61    -1.53    -1.46    -1.38    28  1.160000e+00
lp_tmp[1,1,25]         -1.44    0.01   0.07    -1.56    -1.49    -1.43    -1.40    -1.31    67  1.030000e+00
lp_tmp[1,1,26]         -1.54    0.02   0.12    -1.80    -1.60    -1.52    -1.45    -1.37    25  1.160000e+00
lp_tmp[1,1,27]         -0.96    0.02   0.17    -1.36    -1.06    -0.94    -0.84    -0.70    64  1.070000e+00
lp_tmp[1,1,28]         -0.92    0.02   0.18    -1.36    -1.02    -0.90    -0.78    -0.66    72  1.060000e+00
lp_tmp[1,1,29]         -0.89    0.02   0.19    -1.35    -0.99    -0.87    -0.75    -0.62    74  1.060000e+00
lp_tmp[1,1,30]         -1.84    0.02   0.22    -2.32    -2.00    -1.84    -1.70    -1.41    90  1.040000e+00
lp_tmp[1,1,31]         -1.58    0.08   0.20    -1.89    -1.72    -1.60    -1.51    -1.15     6  1.280000e+00
lp_tmp[1,1,32]         -1.45    0.07   0.17    -1.71    -1.56    -1.48    -1.36    -1.10     6  1.210000e+00
lp_tmp[1,1,33]         -0.91    0.02   0.17    -1.35    -1.01    -0.90    -0.79    -0.67    71  1.060000e+00
lp_tmp[1,1,34]         -1.72    0.02   0.19    -2.14    -1.83    -1.72    -1.59    -1.39    90  1.030000e+00
lp_tmp[1,1,35]         -1.59    0.02   0.13    -1.83    -1.69    -1.57    -1.50    -1.39    64  1.060000e+00
lp_tmp[1,1,36]         -1.59    0.01   0.13    -1.81    -1.67    -1.59    -1.49    -1.39    90  1.040000e+00
lp_tmp[1,1,37]         -1.67    0.02   0.17    -2.03    -1.79    -1.67    -1.55    -1.39    90  1.040000e+00
lp_tmp[1,1,38]         -0.93    0.02   0.17    -1.35    -1.02    -0.93    -0.81    -0.67    63  1.070000e+00
lp_tmp[1,1,39]         -0.92    0.02   0.17    -1.35    -1.01    -0.92    -0.79    -0.65    61  1.070000e+00
lp_tmp[1,1,40]         -1.15    0.10   0.26    -1.66    -1.32    -1.10    -0.95    -0.79     8  1.190000e+00
